neighborhood,room_type,accommodates,bedrooms,number_of_reviews,wifi,cable_tv,washer,kitchen,price
3,2,2,1.0,97,1,0,1,1,59.0
3,1,2,1.0,0,1,1,1,1,50.0
1,1,2,1.0,16,1,1,1,1,65.0
2,2,2,1.0,1,1,1,1,1,12.0
4,2,1,1.0,1,1,0,1,1,18.0
2,2,2,1.0,1,1,1,0,1,25.0
3,1,2,1.0,7,1,0,1,1,55.0
2,2,4,1.0,27,1,1,1,1,35.0
1,2,4,1.0,7,1,0,1,1,70.0
4,1,4,2.0,6,1,0,1,1,40.0
2,1,2,0.0,73,1,0,1,1,99.0
6,2,3,1.0,92,1,0,1,0,45.0
2,2,2,1.0,2,1,0,0,1,44.0
1,2,3,1.0,2,1,0,1,1,25.0
6,2,2,1.0,12,1,0,1,1,25.0
4,1,2,2.0,1,1,1,1,1,40.0
2,2,2,1.0,6,1,1,1,1,19.0
3,1,4,2.0,12,1,1,1,1,75.0
1,1,6,2.0,114,1,0,1,1,222.0
9,1,3,2.0,17,1,1,0,1,75.0
5,1,4,2.0,41,1,0,1,1,60.0
4,2,2,1.0,5,1,1,1,1,20.0
1,2,2,1.0,0,1,0,1,1,60.0
1,2,2,1.0,13,1,1,1,1,45.0
8,2,4,1.0,17,1,1,1,1,105.0
3,2,1,1.0,0,0,0,1,1,35.0
3,2,2,1.0,4,1,1,1,1,30.0
4,2,2,1.0,0,1,0,1,1,9.0
1,1,2,1.0,1,1,0,1,1,79.0
9,1,5,3.0,0,1,0,1,1,50.0
1,2,1,1.0,0,1,1,1,1,20.0
1,2,2,1.0,33,1,1,0,1,69.0
1,2,2,1.0,20,1,0,1,1,55.0
4,2,1,1.0,38,1,1,1,1,34.0
6,2,2,1.0,14,1,1,1,1,35.0
5,1,2,0.0,54,1,0,1,1,45.0
7,2,2,1.0,2,1,1,1,1,16.0
8,2,4,2.0,21,1,1,1,0,49.0
2,2,5,1.0,65,1,0,1,1,100.0
2,1,6,3.0,32,1,0,1,1,115.0
2,1,6,3.0,94,1,0,1,1,220.0
4,1,5,2.0,0,1,0,1,1,80.0
7,2,2,1.0,4,1,0,1,0,40.0
1,1,5,3.0,17,1,0,1,1,65.0
1,2,2,1.0,6,1,1,1,1,31.0
1,1,5,2.0,0,1,0,1,1,145.0
2,1,6,3.0,73,1,0,1,1,109.0
5,1,5,1.0,3,1,0,1,1,33.0
6,1,16,7.0,53,1,0,1,1,460.0
2,1,2,0.0,93,1,0,1,1,75.0
3,1,2,1.0,5,1,0,1,1,70.0
6,1,8,6.0,0,1,0,1,1,109.0
2,1,4,1.0,92,1,0,0,1,47.0
2,1,2,1.0,73,1,0,1,1,60.0
2,1,4,2.0,81,1,0,0,1,90.0
4,2,2,1.0,57,1,0,1,1,40.0
2,1,4,1.0,83,1,0,0,1,60.0
1,1,2,1.0,4,1,1,1,1,55.0
2,1,4,2.0,4,1,0,1,1,40.0
3,1,2,1.0,49,0,0,0,1,50.0
3,2,4,1.0,9,1,0,1,1,43.0
4,1,2,1.0,2,1,1,1,1,65.0
3,1,2,1.0,0,1,0,1,1,69.0
1,2,2,1.0,0,1,1,1,1,28.0
2,2,2,1.0,2,1,1,1,1,28.0
10,1,4,1.0,5,1,0,1,1,79.0
2,1,3,2.0,1,0,1,1,1,20.0
2,2,2,1.0,0,1,0,1,1,20.0
5,1,3,2.0,4,1,0,1,1,50.0
3,2,2,1.0,11,1,1,1,1,31.0
1,2,2,1.0,0,1,1,1,1,52.0
7,2,3,1.0,1,1,1,1,1,20.0
4,2,2,1.0,0,1,1,1,1,28.0
7,1,12,3.0,12,1,1,1,1,259.0
6,2,2,1.0,44,1,0,1,1,45.0
1,2,1,1.0,186,1,0,0,1,47.0
8,1,4,1.0,19,0,0,1,1,75.0
1,1,4,2.0,15,1,0,1,1,140.0
4,2,6,3.0,15,1,1,1,1,33.0
2,2,1,1.0,2,1,1,0,1,30.0
2,2,1,1.0,5,1,0,1,1,32.0
1,2,2,1.0,3,1,0,1,1,35.0
5,2,1,1.0,0,1,1,1,1,40.0
9,2,1,1.0,7,1,1,1,1,35.0
1,2,3,1.0,9,1,1,0,1,39.0
6,1,6,3.0,11,1,1,1,1,109.0
3,2,4,1.0,19,1,1,1,1,30.0
1,1,2,0.0,3,1,1,1,1,48.0
3,1,6,3.0,0,1,0,1,1,150.0
3,1,4,2.0,127,1,0,1,1,80.0
2,2,3,1.0,132,1,1,1,1,48.0
3,2,2,1.0,2,1,1,0,0,25.0
3,1,2,1.0,6,1,0,1,1,55.0
2,2,2,1.0,5,1,1,1,1,37.0
5,1,2,1.0,0,1,0,0,1,52.0
4,1,3,2.0,4,1,1,1,1,70.0
1,2,2,1.0,1,1,1,1,1,35.0
9,1,7,3.0,0,1,0,1,1,75.0
2,2,2,1.0,20,1,1,1,1,24.0
2,2,2,1.0,4,1,1,1,1,25.0
1,1,7,4.0,3,1,0,1,1,199.0
1,1,4,1.0,1,1,0,1,1,60.0
5,2,4,1.0,0,1,1,1,1,30.0
2,2,1,1.0,36,1,1,1,1,25.0
1,1,6,2.0,1,1,0,1,1,45.0
6,2,2,1.0,1,1,1,0,1,19.0
4,2,6,1.0,64,1,0,1,1,23.0
4,2,2,1.0,8,1,1,1,1,27.0
6,2,5,1.0,1,1,0,1,1,135.0
2,2,2,1.0,50,1,0,1,1,48.0
2,1,6,3.0,73,1,0,1,1,104.0
3,1,2,1.0,87,1,0,1,1,43.0
1,2,1,1.0,0,1,1,0,1,30.0
4,1,4,0.0,86,1,0,0,1,70.0
4,1,5,2.0,17,1,0,0,0,119.0
1,2,1,1.0,0,1,1,1,1,50.0
6,2,2,1.0,1,1,1,1,1,30.0
9,1,1,0.0,3,1,0,1,1,25.0
2,2,2,1.0,1,1,0,1,1,29.0
5,2,2,1.0,2,1,0,0,0,119.0
4,1,2,1.0,14,1,1,1,1,48.0
3,2,2,1.0,0,1,0,1,1,25.0
1,2,4,1.0,0,1,0,1,1,100.0
3,1,5,2.0,2,1,1,1,1,95.0
4,2,2,1.0,16,1,1,1,1,20.0
1,2,2,1.0,7,1,1,0,0,25.0
4,1,3,2.0,1,0,1,1,1,70.0
2,1,6,2.0,74,1,0,1,1,89.0
3,1,4,1.0,50,1,1,1,1,60.0
1,2,2,1.0,16,1,0,1,1,30.0
1,2,2,1.0,3,1,0,1,1,50.0
2,1,6,2.0,74,1,0,1,1,89.0
1,1,5,1.0,62,1,1,1,1,69.0
2,1,6,2.0,86,1,0,1,1,109.0
4,1,2,1.0,22,1,0,0,1,50.0
2,2,2,1.0,0,1,1,0,1,69.0
5,2,2,1.0,1,1,0,1,1,30.0
3,2,1,1.0,7,1,1,1,1,25.0
2,1,5,3.0,3,1,0,1,1,210.0
4,1,4,0.0,76,1,0,0,1,72.0
2,2,2,1.0,1,1,1,1,1,20.0
1,2,2,1.0,7,1,1,0,1,39.0
5,2,2,1.0,1,0,1,1,1,25.0
6,2,2,1.0,30,1,0,0,1,42.0
3,1,5,1.0,37,1,1,1,1,60.0
4,2,1,1.0,1,1,0,1,1,18.0
1,2,1,1.0,3,1,0,1,1,30.0
8,1,3,1.0,13,1,1,1,1,50.0
5,1,2,1.0,5,1,0,1,1,31.0
4,2,2,1.0,25,1,1,1,1,54.0
8,1,4,1.0,9,1,0,1,1,55.0
3,1,2,1.0,1,1,1,1,1,65.0
9,1,2,1.0,1,0,1,0,1,30.0
2,1,5,3.0,0,1,0,1,1,51.0
2,2,1,1.0,25,1,1,1,1,29.0
2,2,4,2.0,0,1,1,1,1,100.0
7,1,2,1.0,0,1,1,1,1,60.0
1,2,2,1.0,32,1,1,1,1,45.0
6,1,2,0.0,0,1,0,1,1,65.0
4,2,2,1.0,5,1,1,1,1,32.0
6,1,2,1.0,0,1,1,1,1,40.0
1,3,2,1.0,1,1,1,0,1,40.0
1,1,5,3.0,9,1,1,1,1,119.0
4,1,6,3.0,6,1,1,1,1,99.0
7,2,2,1.0,6,1,0,1,1,57.0
2,2,1,1.0,0,1,0,1,1,20.0
1,1,2,1.0,3,1,1,0,1,65.0
4,2,2,1.0,2,1,1,1,1,23.0
2,2,1,1.0,16,1,1,1,1,15.0
4,2,2,1.0,1,1,1,1,1,30.0
6,2,1,1.0,49,1,1,1,1,46.0
5,1,2,1.0,1,1,0,1,1,120.0
1,2,2,1.0,64,1,1,0,1,50.0
4,2,2,1.0,0,1,1,0,1,18.0
6,2,2,1.0,1,1,0,1,1,48.0
2,2,4,1.0,5,1,1,1,1,70.0
1,1,2,0.0,1,1,1,1,1,40.0
2,2,3,1.0,0,1,1,1,1,60.0
4,1,2,1.0,0,1,1,1,1,40.0
9,2,1,1.0,13,1,0,1,1,30.0
3,1,4,2.0,7,1,0,1,1,50.0
1,1,5,2.0,6,1,1,1,1,110.0
3,2,2,1.0,3,1,1,1,1,22.0
1,1,6,1.0,132,1,1,0,1,70.0
4,2,3,1.0,0,1,1,1,1,16.0
8,2,2,1.0,7,1,1,1,1,25.0
3,1,4,2.0,6,1,0,1,1,149.0
7,2,2,1.0,56,1,0,1,1,34.0
4,2,2,1.0,1,0,1,1,1,30.0
3,2,1,1.0,1,1,1,1,1,28.0
9,1,5,3.0,1,1,1,1,1,57.0
5,1,2,1.0,20,1,1,1,1,60.0
2,2,4,1.0,89,1,1,1,1,84.0
2,1,3,1.0,44,1,0,1,1,100.0
1,2,1,1.0,12,1,0,1,1,34.0
4,1,4,2.0,1,1,0,1,1,45.0
8,2,2,1.0,9,1,0,1,1,20.0
1,2,2,1.0,24,1,1,1,1,40.0
4,2,2,1.0,4,1,1,1,1,20.0
1,1,4,2.0,9,1,1,1,1,150.0
3,1,5,3.0,4,1,1,1,1,79.0
1,1,2,1.0,2,1,1,1,1,65.0
5,2,3,1.0,2,1,0,0,1,25.0
3,2,1,4.0,2,1,0,1,1,50.0
1,1,5,1.0,44,1,1,1,1,115.0
1,2,2,1.0,2,1,1,1,1,24.0
12,2,2,1.0,1,1,0,1,1,20.0
5,2,2,1.0,7,1,0,1,1,69.0
4,1,11,5.0,93,1,0,1,1,359.0
3,2,2,1.0,21,1,1,0,1,57.0
4,2,4,1.0,0,1,1,1,1,80.0
2,1,5,3.0,9,1,0,1,1,65.0
1,2,2,1.0,0,0,0,0,1,39.0
1,1,2,0.0,1,1,1,0,1,39.0
2,1,4,2.0,10,1,0,1,1,55.0
4,1,4,1.0,14,1,1,1,1,60.0
1,2,2,1.0,4,1,1,1,1,30.0
5,1,4,2.0,55,1,0,1,1,100.0
1,1,2,1.0,19,1,0,1,1,95.0
3,1,2,1.0,3,0,1,0,1,69.0
1,1,4,2.0,5,1,0,1,1,90.0
6,2,2,1.0,1,1,1,1,1,35.0
1,1,2,2.0,10,1,0,1,1,130.0
3,1,3,1.0,2,1,1,1,1,39.0
5,1,6,3.0,0,1,0,1,1,399.0
8,2,2,1.0,2,1,0,1,1,40.0
1,1,2,1.0,8,0,0,1,1,30.0
4,1,2,1.0,63,1,1,1,1,53.0
1,1,2,1.0,0,1,0,1,1,65.0
1,2,2,1.0,19,1,1,1,1,30.0
4,2,2,1.0,3,1,1,1,1,30.0
2,2,2,1.0,3,1,1,1,1,22.0
6,2,1,1.0,1,1,0,1,1,30.0
2,1,4,1.0,8,1,1,1,1,75.0
1,2,2,1.0,6,1,1,0,1,30.0
4,2,2,1.0,15,1,1,1,1,35.0
6,2,2,1.0,3,1,0,1,1,40.0
1,2,2,1.0,2,1,1,0,1,50.0
1,1,4,1.0,79,1,0,1,1,129.0
5,1,2,1.0,0,1,0,1,1,30.0
5,1,3,1.0,11,1,0,1,1,66.0
4,1,2,0.0,8,1,1,1,1,79.0
2,2,1,1.0,48,1,1,0,1,24.0
2,2,1,1.0,30,1,1,1,1,31.0
2,1,5,3.0,2,1,0,1,1,54.0
4,2,2,1.0,132,1,1,1,1,32.0
4,2,2,1.0,1,1,1,1,1,45.0
4,1,2,1.0,2,1,0,1,1,70.0
1,1,2,0.0,41,1,1,1,1,50.0
3,2,2,1.0,3,1,1,1,1,38.0
5,1,2,1.0,3,1,0,1,1,50.0
6,1,2,1.0,39,1,1,1,1,75.0
4,2,1,1.0,0,1,1,1,1,20.0
3,1,4,2.0,1,1,0,1,1,250.0
2,2,2,1.0,0,1,1,1,1,46.0
9,1,4,1.0,4,1,0,1,1,70.0
5,2,2,1.0,24,1,1,1,1,30.0
3,3,2,1.0,8,1,0,1,1,26.0
10,1,9,2.0,6,1,0,0,1,90.0
1,2,2,1.0,19,1,0,1,1,30.0
2,2,3,1.0,81,1,0,1,1,49.0
2,1,4,2.0,82,1,0,1,1,150.0
2,1,4,2.0,92,1,0,1,1,170.0
2,2,2,1.0,43,1,1,1,1,25.0
2,2,7,1.0,26,1,1,1,1,59.0
3,1,4,2.0,0,1,0,1,1,170.0
2,1,3,1.0,0,1,0,1,1,40.0
1,2,3,1.0,15,1,1,1,1,25.0
1,2,2,1.0,2,1,1,1,1,20.0
3,2,3,1.0,8,1,1,1,1,27.0
2,1,3,2.0,13,1,0,1,1,70.0
1,2,2,1.0,5,1,1,1,1,28.0
2,1,4,1.0,7,1,0,1,1,50.0
4,2,2,1.0,2,1,0,1,1,39.0
1,2,2,1.0,2,1,0,1,1,26.0
2,1,3,1.0,6,1,0,1,1,45.0
4,2,3,1.0,9,1,1,1,1,40.0
1,1,4,2.0,6,1,0,1,1,75.0
1,2,2,1.0,3,1,1,1,1,60.0
1,2,1,1.0,0,1,0,1,1,18.0
3,1,3,2.0,8,1,1,1,1,64.0
2,2,4,1.0,0,1,1,0,1,25.0
3,2,2,1.0,2,0,1,1,1,23.0
2,2,4,1.0,1,1,0,1,1,20.0
5,1,4,2.0,0,1,0,1,1,79.0
1,1,2,1.0,0,1,1,1,1,40.0
5,2,2,1.0,4,1,1,1,1,30.0
5,1,2,1.0,20,1,1,1,1,30.0
4,2,2,1.0,7,1,1,1,1,30.0
2,2,2,1.0,4,1,1,0,1,45.0
4,2,2,1.0,17,1,1,1,1,35.0
8,2,2,1.0,20,1,0,1,1,36.0
2,2,2,1.0,33,1,1,1,1,40.0
8,2,2,1.0,6,1,0,1,1,69.0
5,1,2,0.0,3,1,0,1,1,99.0
1,2,3,1.0,17,1,1,1,1,45.0
1,2,2,1.0,2,1,0,1,1,22.0
7,2,2,1.0,3,1,1,1,1,37.0
4,2,2,1.0,3,1,1,1,1,16.0
3,2,2,1.0,3,1,0,0,1,55.0
2,2,1,1.0,23,1,1,1,1,25.0
3,1,4,2.0,9,1,0,1,1,100.0
1,2,2,1.0,0,1,1,0,1,35.0
6,1,5,2.0,3,1,0,1,1,89.0
1,2,1,1.0,1,1,1,1,1,19.0
3,1,3,3.0,1,1,1,1,1,120.0
1,1,6,4.0,1,1,0,1,1,139.0
5,1,2,0.0,2,1,0,1,1,44.0
4,1,3,2.0,5,1,0,1,1,45.0
2,1,5,2.0,105,1,0,1,1,66.0
1,1,4,2.0,5,1,0,1,1,60.0
4,2,2,1.0,0,1,1,1,1,22.0
11,3,4,1.0,0,1,0,1,1,25.0
3,2,2,1.0,1,1,0,1,1,50.0
4,1,1,1.0,0,1,1,1,1,24.0
2,1,2,1.0,16,1,0,1,1,55.0
3,1,2,1.0,13,1,0,1,1,65.0
8,2,3,2.0,2,1,1,1,1,120.0
2,2,1,1.0,0,1,1,1,1,16.0
4,2,1,1.0,4,0,1,0,0,35.0
7,2,2,1.0,35,1,1,1,1,29.0
4,2,2,1.0,0,1,1,1,1,47.0
4,2,2,1.0,2,1,1,1,1,30.0
5,1,2,1.0,4,1,0,1,1,90.0
7,2,2,1.0,0,1,1,1,1,16.0
2,2,1,1.0,0,1,1,1,1,27.0
2,2,2,1.0,82,1,0,1,1,60.0
6,1,2,1.0,0,1,0,1,1,85.0
2,1,5,2.0,4,1,1,1,1,62.0
5,1,2,1.0,0,1,0,1,1,35.0
3,1,2,1.0,2,1,1,1,1,65.0
4,1,4,2.0,3,1,1,1,1,80.0
3,2,2,1.0,1,1,1,1,1,25.0
3,2,2,1.0,36,1,0,1,1,30.0
6,2,2,1.0,0,1,0,1,1,50.0
2,2,2,1.0,4,1,1,0,1,22.0
3,1,6,2.0,26,1,0,1,1,198.0
3,2,2,0.0,37,1,0,1,1,53.0
4,1,3,1.0,6,1,1,1,1,59.0
2,2,2,1.0,1,1,1,1,1,35.0
10,2,2,1.0,5,1,1,1,1,35.0
1,2,1,1.0,1,1,1,1,1,20.0
1,2,2,1.0,117,1,1,1,1,32.0
3,2,2,1.0,22,1,0,1,1,30.0
1,2,2,1.0,5,1,1,1,1,21.0
2,2,2,1.0,1,1,1,0,1,50.0
1,2,4,2.0,1,1,1,1,1,65.0
1,1,2,1.0,0,1,1,1,1,40.0
1,1,2,1.0,2,1,1,0,1,36.0
2,1,2,1.0,6,1,1,1,1,70.0
3,1,2,1.0,15,1,1,0,1,51.0
2,1,4,2.0,4,1,1,1,1,38.0
8,2,2,1.0,0,1,1,1,1,19.0
1,2,2,1.0,120,1,1,1,1,30.0
1,1,4,2.0,2,1,1,1,1,40.0
1,2,2,1.0,9,1,0,1,1,70.0
4,2,1,1.0,3,1,1,1,1,25.0
1,2,2,1.0,134,1,1,1,1,39.0
1,1,3,1.0,9,1,1,1,1,110.0
3,2,2,1.0,9,1,1,1,1,60.0
1,1,3,1.0,29,1,0,1,1,90.0
5,2,2,1.0,38,1,1,1,1,35.0
2,2,2,1.0,28,1,1,1,1,30.0
4,1,6,3.0,1,0,1,1,1,89.0
1,2,2,1.0,5,1,1,1,1,35.0
1,1,5,3.0,5,1,1,1,1,95.0
2,2,1,1.0,2,1,0,1,1,60.0
1,2,3,1.0,2,1,1,1,1,49.0
4,2,2,1.0,3,1,1,1,1,40.0
1,1,4,2.0,1,1,1,1,1,60.0
2,2,2,1.0,180,1,1,1,1,39.0
1,2,1,1.0,3,1,0,1,1,40.0
1,1,2,1.0,2,1,0,1,1,65.0
1,2,2,1.0,0,1,1,1,1,25.0
11,2,2,1.0,1,1,0,1,1,36.0
2,2,2,1.0,3,1,1,1,1,24.0
2,2,2,1.0,16,1,1,1,1,35.0
6,1,4,1.0,2,1,0,1,1,35.0
7,2,2,1.0,2,1,1,1,1,23.0
6,1,4,1.0,3,1,1,1,1,50.0
2,2,3,1.0,2,1,1,1,1,25.0
1,1,2,1.0,1,1,0,1,1,75.0
2,1,6,3.0,108,1,0,1,1,240.0
1,2,2,1.0,31,1,1,0,0,50.0
3,2,2,1.0,2,1,1,1,1,25.0
1,2,1,1.0,17,1,1,1,1,40.0
1,2,2,1.0,16,1,1,1,1,40.0
9,1,6,3.0,0,1,0,1,1,70.0
1,1,4,2.0,0,1,1,1,1,99.0
1,2,1,1.0,0,0,1,1,1,20.0
1,2,2,1.0,34,1,1,1,1,40.0
2,1,2,1.0,51,1,0,0,1,80.0
2,2,1,1.0,3,1,1,1,1,15.0
1,2,4,2.0,7,1,1,1,1,55.0
12,1,3,1.0,4,1,0,1,1,25.0
1,2,2,1.0,10,1,1,0,1,55.0
1,2,2,1.0,27,1,1,1,1,48.0
3,2,1,1.0,0,1,1,1,1,40.0
4,1,4,0.0,87,1,0,0,1,70.0
4,2,3,1.0,0,1,1,1,1,29.0
2,2,2,1.0,0,1,1,1,1,40.0
2,2,3,1.0,1,1,1,1,1,25.0
4,1,4,2.0,3,1,1,1,1,68.0
3,1,3,1.0,4,1,0,1,1,100.0
1,1,3,1.0,8,1,0,1,1,55.0
4,2,3,1.0,7,1,1,1,1,30.0
1,2,1,1.0,3,1,1,1,1,38.0
1,2,2,1.0,4,1,1,1,1,25.0
1,2,2,1.0,2,1,0,1,1,49.0
2,1,3,0.0,1,1,1,0,1,80.0
1,2,2,1.0,0,1,1,1,1,21.0
9,2,2,1.0,1,1,1,1,1,14.0
4,2,2,1.0,0,1,1,1,1,20.0
3,1,2,1.0,23,1,0,1,1,42.0
4,2,1,1.0,3,1,1,1,1,25.0
6,2,2,1.0,2,1,0,1,1,30.0
8,2,2,1.0,3,1,1,1,1,26.0
6,1,2,0.0,22,1,0,1,1,69.0
6,2,2,1.0,4,1,1,1,1,22.0
2,2,3,1.0,156,1,0,1,1,87.0
1,2,1,1.0,1,1,1,1,1,25.0
1,2,1,1.0,18,1,1,1,1,45.0
2,1,2,1.0,0,1,0,0,1,84.0
2,1,7,2.0,26,1,0,0,0,90.0
5,2,2,1.0,21,1,1,1,0,23.0
3,2,2,1.0,52,1,1,1,1,28.0
5,2,2,1.0,0,1,1,1,1,29.0
2,2,2,0.0,33,1,0,1,1,123.0
10,1,2,2.0,0,1,1,1,1,50.0
3,1,4,1.0,0,1,0,1,1,70.0
8,1,5,2.0,3,1,0,1,1,59.0
3,2,2,1.0,4,1,1,1,1,32.0
3,1,4,2.0,0,1,0,1,1,50.0
2,1,4,2.0,11,1,1,1,1,59.0
1,2,2,1.0,4,1,1,1,1,30.0
4,2,2,1.0,1,1,1,1,1,23.0
7,1,3,1.0,4,1,1,1,1,49.0
4,2,2,1.0,69,1,1,0,1,30.0
3,2,4,2.0,2,1,1,1,1,60.0
2,1,2,1.0,10,0,0,1,1,41.0
3,1,3,2.0,0,1,0,1,0,52.0
2,2,1,1.0,2,1,1,1,1,28.0
1,2,2,1.0,150,1,0,1,1,40.0
3,1,5,2.0,1,1,0,1,1,100.0
6,2,1,1.0,0,1,0,1,1,13.0
4,1,2,1.0,1,1,1,1,1,48.0
2,2,1,1.0,0,1,1,1,1,18.0
5,1,2,1.0,2,1,0,1,1,31.0
3,1,5,3.0,3,1,0,1,1,150.0
1,2,1,1.0,0,0,1,1,1,35.0
4,1,2,0.0,16,1,1,1,1,84.0
4,1,2,1.0,1,1,1,1,1,80.0
3,1,3,1.0,10,1,0,0,1,90.0
4,2,4,2.0,17,1,1,1,1,65.0
2,2,2,1.0,91,1,0,1,1,54.0
4,1,2,2.0,0,1,0,1,1,50.0
3,1,2,1.0,1,1,1,1,1,50.0
3,2,3,1.0,28,1,1,1,1,31.0
2,1,2,1.0,0,1,0,1,1,33.0
6,3,4,1.0,4,1,0,0,1,31.0
5,2,1,1.0,12,1,1,1,1,17.0
4,2,2,1.0,2,1,1,1,1,18.0
5,1,6,0.0,0,0,0,0,1,110.0
12,1,3,1.0,3,1,0,1,1,25.0
2,2,2,1.0,109,1,0,1,1,35.0
1,1,2,2.0,17,1,1,1,1,50.0
5,2,2,1.0,0,1,0,1,1,35.0
3,2,1,1.0,0,1,1,1,1,15.0
3,1,2,1.0,0,1,0,1,1,20.0
3,2,2,1.0,1,1,1,1,1,24.0
6,1,3,1.0,3,1,1,1,1,57.0
2,2,2,1.0,2,1,0,1,1,70.0
6,2,1,1.0,42,1,0,1,1,31.0
1,1,2,1.0,25,1,1,1,1,78.0
1,2,2,1.0,22,1,1,1,1,40.0
4,1,2,1.0,1,1,1,1,1,50.0
7,2,1,1.0,4,1,0,1,1,16.0
1,2,2,1.0,9,1,1,1,1,56.0
1,2,2,1.0,110,1,1,0,0,42.0
3,2,2,1.0,1,1,1,0,1,20.0
4,2,2,1.0,5,1,1,1,1,34.0
2,1,2,0.0,14,1,0,0,1,90.0
4,2,2,2.0,10,1,1,1,1,40.0
6,2,2,1.0,1,1,1,1,1,37.0
2,2,2,1.0,0,1,1,1,1,30.0
6,2,3,1.0,1,1,0,1,1,15.0
3,1,2,0.0,1,1,0,1,1,50.0
3,2,2,1.0,12,1,1,1,1,25.0
8,2,1,1.0,1,1,0,1,1,13.0
4,2,2,1.0,2,1,1,1,1,35.0
2,1,4,2.0,12,1,0,1,1,85.0
7,2,2,1.0,1,1,0,1,1,5000.0
1,1,4,2.0,1,1,1,1,1,73.0
1,2,1,1.0,10,1,1,1,1,20.0
6,2,2,1.0,19,1,1,1,1,30.0
5,2,1,1.0,19,1,1,0,1,21.0
3,2,2,1.0,58,1,1,1,1,40.0
5,2,2,1.0,8,1,0,1,1,35.0
4,2,2,1.0,2,1,1,1,1,25.0
8,1,4,3.0,4,1,1,1,1,95.0
1,1,7,1.0,89,1,0,1,1,128.0
3,2,1,1.0,1,1,1,1,1,20.0
1,1,2,1.0,3,1,1,1,1,25.0
4,2,2,1.0,1,1,1,1,1,26.0
4,2,3,1.0,86,0,1,0,1,100.0
1,2,2,1.0,1,1,1,1,1,35.0
4,1,4,2.0,4,1,1,1,1,85.0
3,1,2,1.0,16,1,1,1,1,80.0
10,1,2,1.0,1,1,1,1,1,23.0
4,2,1,1.0,1,1,1,1,1,25.0
4,2,2,1.0,0,1,1,1,1,30.0
4,1,4,2.0,13,1,0,1,1,41.0
1,2,2,1.0,1,1,0,1,1,25.0
12,1,2,1.0,0,0,0,1,1,69.0
2,2,2,1.0,5,1,0,1,1,22.0
4,2,2,1.0,1,0,1,1,1,24.0
2,2,2,1.0,0,1,1,1,1,18.0
5,1,4,1.0,11,1,0,1,1,78.0
4,2,1,0.0,25,1,1,1,1,30.0
4,2,2,1.0,41,1,1,1,1,30.0
1,2,2,1.0,5,1,1,1,1,29.0
4,2,2,1.0,2,1,1,1,1,22.0
4,2,2,1.0,0,1,0,0,1,30.0
1,2,2,1.0,9,1,1,1,1,50.0
2,2,2,1.0,1,1,1,1,1,22.0
6,2,2,1.0,6,1,1,1,1,24.0
1,2,1,1.0,47,1,1,1,1,45.0
2,2,2,1.0,10,1,1,1,1,35.0
7,1,3,1.0,3,1,1,1,1,45.0
4,1,3,1.0,25,1,1,1,1,46.0
1,2,2,1.0,17,1,0,1,1,50.0
10,2,2,1.0,6,1,1,1,1,30.0
4,2,2,1.0,1,1,1,0,1,29.0
6,2,1,1.0,0,1,1,1,1,16.0
3,1,5,2.0,1,1,0,1,1,70.0
11,1,6,4.0,6,1,0,1,1,220.0
9,1,2,1.0,2,1,0,0,1,30.0
1,2,2,1.0,5,1,1,1,1,39.0
1,1,4,1.0,113,1,0,1,1,99.0
1,1,3,2.0,0,1,1,0,1,60.0
4,2,2,1.0,1,1,1,1,1,39.0
2,2,2,1.0,51,1,0,1,1,50.0
2,2,2,1.0,163,1,0,1,1,49.0
3,2,2,1.0,4,1,1,1,1,40.0
3,2,2,1.0,45,1,0,1,1,30.0
2,2,4,1.0,17,1,0,1,1,75.0
2,2,2,1.0,81,1,0,1,1,49.0
1,2,2,1.0,12,1,1,1,1,38.0
1,2,1,1.0,17,1,0,1,1,42.0
2,1,3,1.0,79,1,0,0,1,70.0
1,2,2,1.0,28,1,1,1,1,30.0
2,1,2,1.0,10,1,0,1,1,80.0
3,1,4,1.0,95,1,1,0,1,60.0
2,1,2,1.0,11,0,1,1,1,40.0
8,2,2,1.0,15,1,1,1,1,25.0
6,2,3,1.0,9,1,1,0,1,30.0
1,2,2,1.0,3,1,1,1,1,32.0
4,1,2,1.0,5,1,0,1,1,70.0
1,2,3,1.0,4,0,1,1,1,50.0
2,2,2,1.0,19,1,1,0,0,40.0
3,1,5,2.0,0,1,0,1,1,150.0
3,2,2,1.0,35,1,0,1,1,35.0
7,1,2,0.0,37,1,0,1,1,44.0
1,2,2,1.0,33,1,1,1,1,42.0
1,2,1,1.0,15,1,1,1,1,40.0
2,2,4,1.0,5,1,0,1,1,90.0
1,2,2,1.0,6,0,1,1,1,25.0
2,2,3,1.0,19,1,1,1,1,18.0
2,3,6,1.0,1,1,0,1,1,99.0
4,2,4,2.0,14,1,0,1,1,80.0
1,2,2,1.0,4,1,1,1,1,45.0
3,2,2,1.0,3,1,1,1,1,35.0
1,2,2,1.0,3,1,0,1,1,28.0
4,2,2,1.0,0,1,0,1,1,40.0
2,1,2,1.0,144,1,0,0,1,115.0
1,1,2,1.0,1,1,0,1,1,40.0
8,1,3,1.0,8,1,0,1,1,55.0
3,2,4,1.0,63,1,1,1,1,33.0
1,1,2,1.0,12,1,1,1,1,89.0
4,1,2,1.0,1,1,0,1,1,50.0
3,1,4,2.0,42,1,0,1,1,44.0
